tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads,taxRank_raw,norm_abund,classified_fraction
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2725997,2725997,Escherichia_sp._SCLE84,Escherichia_sp._SCLE84,species,0.0,abund,0.0,5384463,11,11,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2747372,2747372,Enterobacter_sp._DSM_30060,Enterobacter_sp._DSM_30060,species,0.0,abund,0.0,4810361,1,1,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2763670,2763670,Wujia_chipingensis,Wujia chipingensis,species,0.00015000000000000001,abund,1.5e-06,2942917,4,4,species,0.00015000000000000001,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2785056,2785056,Rhizobium_sp._007,Rhizobium_sp._007,species,0.0,abund,0.0,7601978,1,1,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2844172,2844172,Nesevirus_nv2G7b,Nesevirus_nv2G7b,species,0.0,abund,0.0,47142,1,1,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2857061,2857061,Escherichia_sp._TC-EC600-tetX4,Escherichia_sp._TC-EC600-tetX4,species,0.00028,abund,2.8e-06,4600187,120,120,species,0.00028,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2860337,2860337,Escherichia_sp._TM-G17TGC,Escherichia_sp._TM-G17TGC,species,0.0016099999999999999,abund,1.61e-05,4676327,278,278,species,0.0016099999999999997,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2886375,2886375,Spiroplasma_endosymbiont_of_Phyllotreta_cruciferae,Spiroplasma endosymbiont_of Phyllotreta_cruciferae,species,0.0025299999999999997,abund,2.53e-05,728559,174,167,species,0.0025299999999999993,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2927224,2927224,Akkermansia_massiliensis,Akkermansia massiliensis,species,0.00011,abund,1.1e-06,6239155,18,18,species,0.00011000000000000002,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2929489,2929489,Faecalibacterium_sp._IP-3-29,Faecalibacterium_sp._IP-3-29,species,0.00022,abund,2.2e-06,3002063,35,35,species,0.00022000000000000003,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2929492,2929492,Faecalibacterium_sp._I3-3-33,Faecalibacterium_sp._I3-3-33,species,0.0,abund,0.0,2994777,2,2,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2929493,2929493,Faecalibacterium_sp._I3-3-89,Faecalibacterium_sp._I3-3-89,species,0.0,abund,0.0,2816187,3,3,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2929495,2929495,Faecalibacterium_sp._I4-3-84,Faecalibacterium_sp._I4-3-84,species,0.0,abund,0.0,3119411,1,1,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2985571,2985571,Bifidobacterium_sp._KRGSERBCFTRI,Bifidobacterium_sp._KRGSERBCFTRI,species,0.8030799999999999,abund,0.0080308,3379484,9581,9581,species,0.8030799999999999,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,3030638,3030638,Faecalibacterium_taiwanense,Faecalibacterium taiwanense,species,0.00999,abund,9.99e-05,2955389,291,291,species,0.00999,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,3038924,3038924,Methylobacterium_sp._391_Methyba4,Methylobacterium_sp._391_Methyba4,species,0.0,abund,0.0,6567494,1,1,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,3141185,3141185,Faecalibacterium_sp._i25-0019-C1,Faecalibacterium_sp._i25-0019-C1,species,0.00015000000000000001,abund,1.5e-06,2876947,6,6,species,0.00015000000000000001,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,194,194,Campylobacter,Campylobacter,genus,0.0,abund,0.0,1805972,1,1,genus,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,286,286,Pseudomonas,Pseudomonas,genus,0.0,abund,0.0,6674888,1,1,genus,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,379,379,Rhizobium,Rhizobium,genus,0.0,abund,0.0,6772316,1,1,genus,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,407,407,Methylobacterium,Methylobacterium,genus,0.0,abund,0.0,6591829,4,3,genus,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,544,544,Citrobacter,Citrobacter,genus,0.0,abund,0.0,6400241,14,14,genus,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,547,547,Enterobacter,Enterobacter,genus,0.0,abund,0.0,5474809,27,27,genus,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,561,561,Escherichia,Escherichia,genus,6.64077,abund,0.0664077,5891761,444746,270377,genus,6.64077,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,570,570,Klebsiella,Klebsiella,genus,0.0,abund,0.0,6678712,32,31,genus,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,590,590,Salmonella,Salmonella,genus,0.0028,abund,2.8e-05,5247608,221,191,genus,0.0027999999999999995,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,620,620,Shigella,Shigella,genus,0.00092,abund,9.2e-06,5241151,1378,1375,genus,0.00092,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,635,635,Edwardsiella,Edwardsiella,genus,0.0,abund,0.0,3963586,2,2,genus,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,816,816,Bacteroides,Bacteroides,genus,9.936340000000001,abund,0.0993634,5799046,545829,542200,genus,9.936340000000001,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,838,838,Prevotella,Prevotella,genus,11.784980000000001,abund,0.1178498,3832744,214781,214779,genus,11.784980000000001,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,841,841,Roseburia,Roseburia,genus,8.64804,abund,0.0864804,3800853,160425,160028,genus,8.64804,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,848,848,Fusobacterium,Fusobacterium,genus,5.68841,abund,0.0568841,3080410,145579,144624,genus,5.68841,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1279,1279,Staphylococcus,Staphylococcus,genus,2.9999999999999997e-05,abund,3e-07,3908870,1,0,genus,2.9999999999999997e-05,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1301,1301,Streptococcus,Streptococcus,genus,0.0,abund,0.0,2252004,1,1,genus,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1350,1350,Enterococcus,Enterococcus,genus,0.00019999999999999998,abund,2e-06,3900086,15,10,genus,0.00019999999999999998,1.0
