tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads,taxRank_raw
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1563,1563,Desulfosporosinus_orientis,Desulfosporosinus orientis,species,0.0,abund,0.0,5863081,1,1,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1580,1580,Levilactobacillus_brevis,Levilactobacillus brevis,species,0.7182799999999999,abund,0.0071828,3233016,7427,7320,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1587,1587,Lactobacillus_helveticus,Lactobacillus helveticus,species,0.0,abund,0.0,2488917,1,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1590,1590,Lactiplantibacillus_plantarum,Lactiplantibacillus plantarum,species,0.08437,abund,0.0008437,4972210,3282,2733,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1597,1597,Lacticaseibacillus_paracasei,Lacticaseibacillus paracasei,species,0.6681699999999999,abund,0.0066817,6162391,7420,7379,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1598,1598,Limosilactobacillus_reuteri,Limosilactobacillus reuteri,species,0.0,abund,0.0,2902870,1,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1603,1603,Amylolactobacillus_amylophilus,Amylolactobacillus amylophilus,species,0.00019,abund,1.9e-06,1610352,15,15,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1605,1605,Ligilactobacillus_animalis,Ligilactobacillus animalis,species,0.0,abund,0.0,3751062,18,18,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1641,1641,Listeria_grayi,Listeria grayi,species,0.0,abund,0.0,2751104,1,1,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1642,1642,Listeria_innocua,Listeria innocua,species,4.9999999999999996e-05,abund,5e-07,7665147,2,2,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1655,1655,Actinomyces_naeslundii,Actinomyces naeslundii,species,0.92968,abund,0.0092968,3152123,9450,9450,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1660,1660,Schaalia_odontolytica,Schaalia odontolytica,species,0.9128799999999999,abund,0.0091288,2455831,7367,7366,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1680,1680,Bifidobacterium_adolescentis,Bifidobacterium adolescentis,species,0.81591,abund,0.0081591,2291036,3593,87,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,2047,2047,Rothia_dentocariosa,Rothia dentocariosa,species,0.5400699999999999,abund,0.0054007,4985476,7528,843,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,2102,2102,Mycoplasma_mycoides,Mycoplasma mycoides,species,0.0,abund,0.0,1167510,3,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,2109,2109,Mycoplasmopsis_synoviae,Mycoplasmopsis synoviae,species,0.0,abund,0.0,2137977,3,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,2143,2143,Spiroplasma_gladiatoris,Spiroplasma gladiatoris,species,0.0,abund,0.0,1164642,10,10,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,2702,2702,Gardnerella_vaginalis,Gardnerella vaginalis,species,0.53808,abund,0.0053808,3387807,5045,1302,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,2724,2724,Hirschia_baltica,Hirschia baltica,species,0.0,abund,0.0,3540114,2,2,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,27350,27350,Puccinia_striiformis,Puccinia striiformis,species,0.0,abund,0.0,66103470,9,7,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28025,28025,Bifidobacterium_animalis,Bifidobacterium animalis,species,0.21338,abund,0.0021338,1947626,1744,499,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28037,28037,Streptococcus_mitis,Streptococcus mitis,species,0.32508,abund,0.0032508,5635340,5727,5727,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28104,28104,Mesorhizobium_huakuii,Mesorhizobium huakuii,species,0.0,abund,0.0,8449246,2,2,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28111,28111,Bacteroides_eggerthii,Bacteroides eggerthii,species,0.80774,abund,0.0080774,5106652,12411,3846,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28116,28116,Bacteroides_ovatus,Bacteroides ovatus,species,0.9428000000000001,abund,0.009428,6857275,19379,2978,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28117,28117,Alistipes_putredinis,Alistipes putredinis,species,0.8844700000000001,abund,0.0088447,2576134,7597,7597,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28118,28118,Odoribacter_splanchnicus,Odoribacter splanchnicus,species,0.9575,abund,0.009575,4392720,13189,2484,species
