tool,db,tool_db,data_type,project,technology,sample,raw_path,rows,species_rows,genus_rows,species_no_taxid,genus_no_taxid,species_value_sum,genus_value_sum,out_path
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/unified-reports/ZymoMockD6331/pacbio/Centrifuge-results/SRR13128014_report.tsv,2313,1676,637,0,0,100.00001797950023,100.0000179795002,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuge_unified/ZymoMockD6331_pacbio_SRR13128014.csv
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,/dodo/eh58/bakeoff/reports/unified-reports/ZymoMockD6331/pacbio/Centrifuger-results/SRR13128013_report.tsv,151,102,49,0,0,99.99999999999997,99.99999999999999,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuger_unified/ZymoMockD6331_pacbio_SRR13128013.csv
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/unified-reports/ZymoMockD6331/pacbio/Centrifuger-results/SRR13128014_report.tsv,137,93,44,0,0,100.00002,100.0,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuger_unified/ZymoMockD6331_pacbio_SRR13128014.csv
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,/dodo/eh58/bakeoff/reports/unified-reports/ZymoMockD6331/pacbio/ganon2-results/SRR13128013.tre,56,32,24,0,0,99.67281,99.67281,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Ganon2_unified/ZymoMockD6331_pacbio_SRR13128013.csv
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/unified-reports/ZymoMockD6331/pacbio/ganon2-results/SRR13128014.tre,53,31,22,0,0,99.72514000000001,99.72514000000001,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Ganon2_unified/ZymoMockD6331_pacbio_SRR13128014.csv
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,/dodo/eh58/bakeoff/reports/unified-reports/ZymoMockD6331/pacbio/sourmash-results/SRR13128013-report.csv.summarized.csv,35,18,17,1,1,99.99999999999994,99.99999999999994,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sourmash_unified/ZymoMockD6331_pacbio_SRR13128013.csv
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/unified-reports/ZymoMockD6331/pacbio/sourmash-results/SRR13128014-report.csv.summarized.csv,34,17,17,1,1,99.99999999999991,99.99999999999991,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sourmash_unified/ZymoMockD6331_pacbio_SRR13128014.csv
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,/dodo/eh58/bakeoff/reports/unified-reports/ZymoMockD6331/pacbio/sylph-results/SRR13128013.fastq.sylphmpa,34,17,17,0,0,100.0,100.0,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sylph_unified/ZymoMockD6331_pacbio_SRR13128013.csv
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/unified-reports/ZymoMockD6331/pacbio/sylph-results/SRR13128014.fastq.sylphmpa,32,16,16,0,0,100.0002,100.0002,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sylph_unified/ZymoMockD6331_pacbio_SRR13128014.csv
Kraken2,unified,Kraken2_unified,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/unified-reports/simulated/ont/Kraken2-results/sim_ont_report.tsv,1298,874,424,0,0,93.68618000681582,98.41762003287344,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Kraken2_unified/simulated_ont_sim_ont.csv
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/unified-reports/simulated/ont/Centrifuge-results/sim_ont_report.tsv,3266,2386,880,0,0,99.99999422996939,99.9999544199694,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuge_unified/simulated_ont_sim_ont.csv
Centrifuger,unified,Centrifuger_unified,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/unified-reports/simulated/ont/Centrifuger-results/sim_ont_report.tsv,2055,1386,669,0,0,101.17743999999999,100.00002,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuger_unified/simulated_ont_sim_ont.csv
Ganon2,unified,Ganon2_unified,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/unified-reports/simulated/ont/ganon2-results/sim_ont.tre,240,162,78,0,0,99.08377000000002,99.08379000000001,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Ganon2_unified/simulated_ont_sim_ont.csv
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/unified-reports/simulated/ont/sourmash-results/sim_ont-report.csv.summarized.csv,197,129,68,1,1,99.99999999999943,99.99999999999972,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sourmash_unified/simulated_ont_sim_ont.csv
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/unified-reports/simulated/ont/sylph-results/sim_ont.fastq.sylphmpa,193,127,66,0,0,100.00229999999999,100.0023,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sylph_unified/simulated_ont_sim_ont.csv
Kraken2,unified,Kraken2_unified,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/unified-reports/simulated/pacbio/Kraken2-results/sim_pacbio_report.tsv,645,447,198,0,0,97.06596852558019,99.5001064632895,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Kraken2_unified/simulated_pacbio_sim_pacbio.csv
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/unified-reports/simulated/pacbio/Centrifuge-results/sim_pacbio_report.tsv,1680,1153,527,0,0,100.00000747321232,100.00000747321232,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuge_unified/simulated_pacbio_sim_pacbio.csv
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/unified-reports/simulated/pacbio/Centrifuger-results/sim_pacbio_report.tsv,828,532,296,0,0,101.00931,100.00002,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuger_unified/simulated_pacbio_sim_pacbio.csv
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/unified-reports/simulated/pacbio/ganon2-results/sim_pacbio.tre,216,144,72,0,0,99.0496,99.04954000000001,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Ganon2_unified/simulated_pacbio_sim_pacbio.csv
Sourmash,unified,Sourmash_unified,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/unified-reports/simulated/pacbio/sourmash-results/sim_pacbio-report.csv.summarized.csv,197,129,68,1,1,99.99999999999932,99.99999999999962,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sourmash_unified/simulated_pacbio_sim_pacbio.csv
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/unified-reports/simulated/pacbio/sylph-results/sim_pacbio.fastq.sylphmpa,193,127,66,0,0,99.9997,99.9997,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sylph_unified/simulated_pacbio_sim_pacbio.csv
Kraken2,default,Kraken2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/Kraken2-results/D6331_Qiagen_report.tsv,982,661,321,0,0,95.54374719782135,96.97115624117832,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Kraken2_default/ZymoMockD6331_ont_D6331_Qiagen.csv
Kraken2,default,Kraken2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/Kraken2-results/D6331_Zymo_report.tsv,4721,3488,1233,0,0,92.32312267193791,95.61386990410989,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Kraken2_default/ZymoMockD6331_ont_D6331_Zymo.csv
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/Centrifuge-results/D6331_Qiagen_report.tsv,3301,2461,840,0,0,98.92029803029514,98.92029803029516,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuge_default/ZymoMockD6331_ont_D6331_Qiagen.csv
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/Centrifuge-results/D6331_Zymo_report.tsv,5595,4334,1261,0,0,99.29428561996205,99.25716783996204,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuge_default/ZymoMockD6331_ont_D6331_Zymo.csv
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/Centrifuger-results/D6331_Qiagen_report.tsv,1307,856,451,0,0,99.77557,99.58853,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuger_default/ZymoMockD6331_ont_D6331_Qiagen.csv
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/Centrifuger-results/D6331_Zymo_report.tsv,6565,4978,1587,0,0,100.00240000000001,99.99994000000001,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuger_default/ZymoMockD6331_ont_D6331_Zymo.csv
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/ganon2-results/D6331_Qiagen.tre,168,105,63,0,0,84.73953999999999,84.73951,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Ganon2_default/ZymoMockD6331_ont_D6331_Qiagen.csv
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/ganon2-results/D6331_Zymo.tre,354,217,137,0,0,68.51358,68.51353,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Ganon2_default/ZymoMockD6331_ont_D6331_Zymo.csv
Sourmash,default,Sourmash_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/sourmash-results/D6331_Qiagen-report.csv.summarized.csv,75,47,28,1,1,99.99999999999982,99.99999999999987,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sourmash_default/ZymoMockD6331_ont_D6331_Qiagen.csv
Sourmash,default,Sourmash_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/sourmash-results/D6331_Zymo-report.csv.summarized.csv,79,52,27,1,1,99.99999999999982,99.99999999999994,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sourmash_default/ZymoMockD6331_ont_D6331_Zymo.csv
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/sylph-results/D6331_Qiagen.fastq.sylphmpa,55,30,25,2,0,11.6395,13.525699999999999,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sylph_default/ZymoMockD6331_ont_D6331_Qiagen.csv
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/ont/sylph-results/D6331_Zymo.fastq.sylphmpa,47,26,21,0,0,13.6792,15.318700000000002,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sylph_default/ZymoMockD6331_ont_D6331_Zymo.csv
Kraken2,default,Kraken2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/Kraken2-results/SRR13128013_report.tsv,1434,956,478,0,0,98.0018644212769,99.18169012712062,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Kraken2_default/ZymoMockD6331_pacbio_SRR13128013.csv
Kraken2,default,Kraken2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/Kraken2-results/SRR13128014_report.tsv,1199,803,396,0,0,97.95270186956878,99.14162352717634,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Kraken2_default/ZymoMockD6331_pacbio_SRR13128014.csv
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/Centrifuge-results/SRR13128013_report.tsv,3443,2569,874,0,0,99.98432778304883,99.98432778304883,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuge_default/ZymoMockD6331_pacbio_SRR13128013.csv
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/Centrifuge-results/SRR13128014_report.tsv,3126,2333,793,0,0,99.9834397600194,99.9834397600194,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuge_default/ZymoMockD6331_pacbio_SRR13128014.csv
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/Centrifuger-results/SRR13128013_report.tsv,3034,2155,879,0,0,99.93096,99.95572,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuger_default/ZymoMockD6331_pacbio_SRR13128013.csv
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/Centrifuger-results/SRR13128014_report.tsv,2478,1747,731,0,0,99.97048000000001,99.90149,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuger_default/ZymoMockD6331_pacbio_SRR13128014.csv
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/ganon2-results/SRR13128013.tre,54,30,24,0,0,99.44969,99.44969,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Ganon2_default/ZymoMockD6331_pacbio_SRR13128013.csv
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/ganon2-results/SRR13128014.tre,49,28,21,0,0,99.49679,99.49677999999999,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Ganon2_default/ZymoMockD6331_pacbio_SRR13128014.csv
Sourmash,default,Sourmash_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/sourmash-results/SRR13128013-report.csv.summarized.csv,44,26,18,1,1,99.99999999999989,99.99999999999991,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sourmash_default/ZymoMockD6331_pacbio_SRR13128013.csv
Sourmash,default,Sourmash_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/sourmash-results/SRR13128014-report.csv.summarized.csv,42,25,17,1,1,99.99999999999989,99.99999999999993,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sourmash_default/ZymoMockD6331_pacbio_SRR13128014.csv
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/sylph-results/SRR13128013.fastq.sylphmpa,30,14,16,0,0,12.1082,13.819700000000001,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sylph_default/ZymoMockD6331_pacbio_SRR13128013.csv
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,/dodo/eh58/bakeoff/reports/default-reports/ZymoMockD6331/pacbio/sylph-results/SRR13128014.fastq.sylphmpa,30,14,16,0,0,11.967199999999998,13.6675,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sylph_default/ZymoMockD6331_pacbio_SRR13128014.csv
Kraken2,default,Kraken2_default,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/default-reports/simulated/ont/Kraken2-results/sim_ont_report.tsv,1259,853,406,0,0,93.62057546113672,98.39748232612702,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Kraken2_default/simulated_ont_sim_ont.csv
Centrifuge,default,Centrifuge_default,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/default-reports/simulated/ont/Centrifuge-results/sim_ont_report.tsv,5612,4351,1261,0,0,90.75142680025868,87.3059097802587,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuge_default/simulated_ont_sim_ont.csv
Centrifuger,default,Centrifuger_default,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/default-reports/simulated/ont/Centrifuger-results/sim_ont_report.tsv,8468,6602,1866,0,0,100.8677,99.96017,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuger_default/simulated_ont_sim_ont.csv
Ganon2,default,Ganon2_default,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/default-reports/simulated/ont/ganon2-results/sim_ont.tre,269,183,86,0,0,96.69998,96.69996,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Ganon2_default/simulated_ont_sim_ont.csv
Sourmash,default,Sourmash_default,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/default-reports/simulated/ont/sourmash-results/sim_ont-report.csv.summarized.csv,213,147,66,2,1,99.99999999999929,99.99999999999973,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sourmash_default/simulated_ont_sim_ont.csv
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,/dodo/eh58/bakeoff/reports/default-reports/simulated/ont/sylph-results/sim_ont.fastq.sylphmpa,181,117,64,14,0,26.601999999999997,26.602000000000004,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sylph_default/simulated_ont_sim_ont.csv
Kraken2,default,Kraken2_default,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/default-reports/simulated/pacbio/Kraken2-results/sim_pacbio_report.tsv,636,438,198,0,0,97.0589516269526,99.50147758141213,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Kraken2_default/simulated_pacbio_sim_pacbio.csv
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/default-reports/simulated/pacbio/Centrifuge-results/sim_pacbio_report.tsv,5155,3993,1162,0,0,92.6702049250867,91.23518392508669,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuge_default/simulated_pacbio_sim_pacbio.csv
Centrifuger,default,Centrifuger_default,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/default-reports/simulated/pacbio/Centrifuger-results/sim_pacbio_report.tsv,5075,3753,1322,0,0,100.64683,99.9943,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Centrifuger_default/simulated_pacbio_sim_pacbio.csv
Ganon2,default,Ganon2_default,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/default-reports/simulated/pacbio/ganon2-results/sim_pacbio.tre,224,152,72,0,0,96.63654,96.63647,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Ganon2_default/simulated_pacbio_sim_pacbio.csv
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/default-reports/simulated/pacbio/sourmash-results/sim_pacbio-report.csv.summarized.csv,214,148,66,2,1,99.99999999999916,99.99999999999969,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sourmash_default/simulated_pacbio_sim_pacbio.csv
Sylph,default,Sylph_default,simulated,simulated,pacbio,sim_pacbio,/dodo/eh58/bakeoff/reports/default-reports/simulated/pacbio/sylph-results/sim_pacbio.fastq.sylphmpa,181,117,64,14,0,26.670999999999996,26.671000000000003,results/metadata/20260629_144812/analysis-prep/preprocessed/abundance/Sylph_default/simulated_pacbio_sim_pacbio.csv
