tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,851,851,Fusobacterium nucleatum,Fusobacterium nucleatum,species,0.1212854,abund,0.001212854,4328482,10363,345
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,853,853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,species,0.198101,abund,0.00198101,4199313,3489,3197
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,859,859,Fusobacterium necrophorum,Fusobacterium necrophorum,species,0.0,abund,0.0,7249109,2,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,861,861,Fusobacterium ulcerans,Fusobacterium ulcerans,species,1.47214,abund,0.0147214,1035534,6043,6039
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,881,881,Nitratidesulfovibrio vulgaris,Nitratidesulfovibrio vulgaris,species,0.0,abund,0.0,8268460,2,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,907,907,Megasphaera elsdenii,Megasphaera elsdenii,species,0.0,abund,0.0,1553335,6,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,920,920,Acidithiobacillus ferrooxidans,Acidithiobacillus ferrooxidans,species,2.31346e-31,abund,2.31346e-33,1035558,29,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,926,926,Thiomonas intermedia,Thiomonas intermedia,species,0.0,abund,0.0,29582995,1,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,940,940,Hydrogenobacter thermophilus,Hydrogenobacter thermophilus,species,0.0,abund,0.0,6213655,2,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,959,959,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,species,0.0,abund,0.0,1035563,1,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1063,1063,Cereibacter sphaeroides,Cereibacter sphaeroides,species,0.000129856,abund,1.29856e-06,21729064,2172,21
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1085,1085,Rhodospirillum rubrum,Rhodospirillum rubrum,species,0.144009,abund,0.00144009,5178096,3109,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1148,1148,Synechocystis sp. PCC 6803,Synechocystis sp. PCC 6803,species,3.1654900000000004e-14,abund,3.16549e-16,1875888,155,0
