tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,575,575,Raoultella planticola,Raoultella planticola,species,3.2341400000000004e-52,abund,3.2341400000000003e-54,146320262,215,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,582,582,Morganella morganii,Morganella morganii,species,0.0,abund,0.0,31823894,3,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,584,584,Proteus mirabilis,Proteus mirabilis,species,0.176184,abund,0.00176184,2497269,7724,2460
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,585,585,Proteus vulgaris,Proteus vulgaris,species,0.0,abund,0.0,39250216,2,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,587,587,Providencia rettgeri,Providencia rettgeri,species,0.136816,abund,0.00136816,2843363,6835,3379
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,588,588,Providencia stuartii,Providencia stuartii,species,0.0,abund,0.0,9208590,10,5
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,615,615,Serratia marcescens,Serratia marcescens,species,0.00230114,abund,2.30114e-05,39140225,7382,2853
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,621,621,Shigella boydii,Shigella boydii,species,1.766234e-14,abund,1.766234e-16,5917168,258,86
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,622,622,Shigella dysenteriae,Shigella dysenteriae,species,6.880519999999999e-19,abund,6.880519999999999e-21,9492724,32,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,623,623,Shigella flexneri,Shigella flexneri,species,1.14456e-19,abund,1.14456e-21,9938737,56,4
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,624,624,Shigella sonnei,Shigella sonnei,species,6.03759e-17,abund,6.03759e-19,7853205,1642,251
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,630,630,Yersinia enterocolitica,Yersinia enterocolitica,species,0.0,abund,0.0,19808934,19,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,631,631,Yersinia intermedia,Yersinia intermedia,species,0.0,abund,0.0,17796136,1,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,632,632,Yersinia pestis,Yersinia pestis,species,0.1416513800254972,abund,0.001416513800254972,6939953,14080,6938
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,644,644,Aeromonas hydrophila,Aeromonas hydrophila,species,9.517980006729988e-14,abund,9.51798000672999e-16,2615419,150,2
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,645,645,Aeromonas salmonicida,Aeromonas salmonicida,species,2.329540000318872e-32,abund,2.329540000318872e-34,16650647,203,4
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,648,648,Aeromonas caviae,Aeromonas caviae,species,9.476319999999999e-06,abund,9.47632e-08,239363017,5738,135
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,650,650,Aeromonas jandaei,Aeromonas jandaei,species,1.05432e-31,abund,1.05432e-33,33232067,188,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,651,651,Aeromonas media,Aeromonas media,species,2.7307000000000003e-14,abund,2.7307e-16,6784661,1957,123
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,654,654,Aeromonas veronii,Aeromonas veronii,species,1.23373e-15,abund,1.23373e-17,1383869,36,19
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,663,663,Vibrio alginolyticus,Vibrio alginolyticus,species,0.0,abund,0.0,15571101,16,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,666,666,Vibrio cholerae,Vibrio cholerae,species,0.013662127,abund,0.00013662127,13210865,21336,1582
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,668,668,Aliivibrio fischeri,Aliivibrio fischeri,species,6.64227e-15,abund,6.64227e-17,12173986,1825,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,669,669,Vibrio harveyi,Vibrio harveyi,species,4.48315e-06,abund,4.48315e-08,246655237,1320,125
