tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,clade_reads,direct_reads
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,816,Bacteroides,Bacteroides,genus,20.298877990986476,abund,20.3,3629128000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,838,Prevotella,Prevotella,genus,8.314242396411414,abund,8.31,1486459000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,841,Roseburia,Roseburia,genus,5.204383866043093,abund,5.2,930464000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,848,Fusobacterium,Fusobacterium,genus,4.285501899324025,abund,4.29,766182000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,1350,Enterococcus,Enterococcus,genus,0.0008557781187714874,abund,0.0,153000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,1678,Bifidobacterium,Bifidobacterium,genus,1.9794707219288277,abund,1.98,353899000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,2172,Methanobrevibacter,Methanobrevibacter,genus,0.06186213067720687,abund,0.06,11060000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,4930,Saccharomyces,Saccharomyces,genus,0.1922200707823591,abund,0.19,34366000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,5475,Candida,Candida,genus,0.23586475483970493,abund,0.24,42169000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,29465,Veillonella,Veillonella,genus,19.06178080378932,abund,19.06,3407954000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,216851,Faecalibacterium,Faecalibacterium,genus,14.029990045007217,abund,14.03,2508347000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,239934,Akkermansia,Akkermansia,genus,2.0060110302528193,abund,2.01,358644000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,1870884,Clostridioides,Clostridioides,genus,2.5341939291659585,abund,2.53,453075000,0
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,0,2742598,Limosilactobacillus,Limosilactobacillus,genus,0.9202355504101974,abund,0.92,164524000,0
