name
Actinomyces naeslundii strain FDAARGOS_1037
Actinomyces oris strain FDAARGOS_1051
Faecalibacterium sp. IP-1-18
Faecalibacterium sp. IP-3-29
Fenollaria massiliensis strain C0061C2
Flavonifractor plautii strain JCM 32125
Fusobacterium nucleatum subsp. nucleatum ATCC 25586
Gardnerella vaginalis ATCC 14018 = JCM 11026
Gemella sanguinis strain FDAARGOS_742
Gordonibacter urolithinfaciens strain DSM 27213
Haemophilus haemolyticus strain NCTC10839
Haemophilus influenzae strain FDAARGOS_1560
Haemophilus parahaemolyticus strain FDAARGOS_1199
Haemophilus parainfluenzae strain FDAARGOS_1000
Haemophilus pittmaniae strain NCTC13334
Hungatella hathewayi strain DSM 13479
Intestinibacter bartlettii strain DSM 16795
Intestinimonas butyriciproducens strain SRB-521-5-I
Lachnospira eligens ATCC 27750
Lacticaseibacillus paracasei subsp. paracasei 8700:2
Lactiplantibacillus plantarum strain SRCM100442
Lawsonibacter asaccharolyticus strain OA10
Levilactobacillus brevis strain NCTC13768
Mediterraneibacter glycyrrhizinilyticus strain f23
Mogibacterium diversum strain CCUG 47132
Odoribacter splanchnicus strain NCTC10825
Olsenella sp. oral taxon 807 strain F0089
Parabacteroides distasonis strain APCS2/PD
Parabacteroides goldsteinii strain BFG-241
Parabacteroides johnsonii DSM 18315
Parabacteroides merdae strain CL06T03C08
Parabacteroides sp. CT06
Paraprevotella clara strain 1C4
Pediococcus pentosaceus ATCC 25745
Peptoniphilus lacrimalis strain F0141 isolate D048
Phocaeicola dorei strain DSM 17855
Phocaeicola vulgatus ATCC 8482
Prevotella bivia strain PLW0727
Prevotella corporis strain OB21 FMU 4
Pseudocoprococcus catus strain SGI.177 HD296_0
Pseudocoprococcus catus strain SGI.177 HD296_1
Pseudocoprococcus catus strain SGI.177 HD296_10
Pseudocoprococcus catus strain SGI.177 HD296_100
Pseudocoprococcus catus strain SGI.177 HD296_101
Pseudocoprococcus catus strain SGI.177 HD296_102
Pseudocoprococcus catus strain SGI.177 HD296_103
Pseudocoprococcus catus strain SGI.177 HD296_104
Pseudocoprococcus catus strain SGI.177 HD296_105
Pseudocoprococcus catus strain SGI.177 HD296_106
Pseudocoprococcus catus strain SGI.177 HD296_11
Pseudocoprococcus catus strain SGI.177 HD296_12
Pseudocoprococcus catus strain SGI.177 HD296_13
Pseudocoprococcus catus strain SGI.177 HD296_14
Pseudocoprococcus catus strain SGI.177 HD296_15
Pseudocoprococcus catus strain SGI.177 HD296_16
Pseudocoprococcus catus strain SGI.177 HD296_17
Pseudocoprococcus catus strain SGI.177 HD296_18
Pseudocoprococcus catus strain SGI.177 HD296_19
Pseudocoprococcus catus strain SGI.177 HD296_2
Pseudocoprococcus catus strain SGI.177 HD296_20
Pseudocoprococcus catus strain SGI.177 HD296_21
Pseudocoprococcus catus strain SGI.177 HD296_22
Pseudocoprococcus catus strain SGI.177 HD296_23
Pseudocoprococcus catus strain SGI.177 HD296_24
Pseudocoprococcus catus strain SGI.177 HD296_25
Pseudocoprococcus catus strain SGI.177 HD296_26
Pseudocoprococcus catus strain SGI.177 HD296_27
Pseudocoprococcus catus strain SGI.177 HD296_28
Pseudocoprococcus catus strain SGI.177 HD296_29
Pseudocoprococcus catus strain SGI.177 HD296_3
Pseudocoprococcus catus strain SGI.177 HD296_30
Pseudocoprococcus catus strain SGI.177 HD296_31
Pseudocoprococcus catus strain SGI.177 HD296_32
Pseudocoprococcus catus strain SGI.177 HD296_33
Pseudocoprococcus catus strain SGI.177 HD296_34
Pseudocoprococcus catus strain SGI.177 HD296_35
Pseudocoprococcus catus strain SGI.177 HD296_36
Pseudocoprococcus catus strain SGI.177 HD296_37
Pseudocoprococcus catus strain SGI.177 HD296_38
Pseudocoprococcus catus strain SGI.177 HD296_39
Pseudocoprococcus catus strain SGI.177 HD296_4
Pseudocoprococcus catus strain SGI.177 HD296_40
Pseudocoprococcus catus strain SGI.177 HD296_41
Pseudocoprococcus catus strain SGI.177 HD296_42
Pseudocoprococcus catus strain SGI.177 HD296_43
Pseudocoprococcus catus strain SGI.177 HD296_44
Pseudocoprococcus catus strain SGI.177 HD296_45
Pseudocoprococcus catus strain SGI.177 HD296_46
Pseudocoprococcus catus strain SGI.177 HD296_47
Pseudocoprococcus catus strain SGI.177 HD296_48
Pseudocoprococcus catus strain SGI.177 HD296_49
Pseudocoprococcus catus strain SGI.177 HD296_5
Pseudocoprococcus catus strain SGI.177 HD296_50
Pseudocoprococcus catus strain SGI.177 HD296_51
Pseudocoprococcus catus strain SGI.177 HD296_52
Pseudocoprococcus catus strain SGI.177 HD296_53
Pseudocoprococcus catus strain SGI.177 HD296_54
Pseudocoprococcus catus strain SGI.177 HD296_55
Pseudocoprococcus catus strain SGI.177 HD296_56
Pseudocoprococcus catus strain SGI.177 HD296_57
Pseudocoprococcus catus strain SGI.177 HD296_58
Pseudocoprococcus catus strain SGI.177 HD296_59
Pseudocoprococcus catus strain SGI.177 HD296_6
Pseudocoprococcus catus strain SGI.177 HD296_60
Pseudocoprococcus catus strain SGI.177 HD296_61
Pseudocoprococcus catus strain SGI.177 HD296_62
Pseudocoprococcus catus strain SGI.177 HD296_63
Pseudocoprococcus catus strain SGI.177 HD296_64
Pseudocoprococcus catus strain SGI.177 HD296_65
Pseudocoprococcus catus strain SGI.177 HD296_66
Pseudocoprococcus catus strain SGI.177 HD296_67
Pseudocoprococcus catus strain SGI.177 HD296_68
Pseudocoprococcus catus strain SGI.177 HD296_69
Pseudocoprococcus catus strain SGI.177 HD296_7
Pseudocoprococcus catus strain SGI.177 HD296_70
Pseudocoprococcus catus strain SGI.177 HD296_71
Pseudocoprococcus catus strain SGI.177 HD296_72
Pseudocoprococcus catus strain SGI.177 HD296_73
Pseudocoprococcus catus strain SGI.177 HD296_74
Pseudocoprococcus catus strain SGI.177 HD296_75
Pseudocoprococcus catus strain SGI.177 HD296_76
Pseudocoprococcus catus strain SGI.177 HD296_77
Pseudocoprococcus catus strain SGI.177 HD296_78
Pseudocoprococcus catus strain SGI.177 HD296_79
Pseudocoprococcus catus strain SGI.177 HD296_8
Pseudocoprococcus catus strain SGI.177 HD296_80
Pseudocoprococcus catus strain SGI.177 HD296_81
Pseudocoprococcus catus strain SGI.177 HD296_82
Pseudocoprococcus catus strain SGI.177 HD296_83
Pseudocoprococcus catus strain SGI.177 HD296_84
Pseudocoprococcus catus strain SGI.177 HD296_85
Pseudocoprococcus catus strain SGI.177 HD296_86
Pseudocoprococcus catus strain SGI.177 HD296_87
Pseudocoprococcus catus strain SGI.177 HD296_88
Pseudocoprococcus catus strain SGI.177 HD296_89
Pseudocoprococcus catus strain SGI.177 HD296_9
Pseudocoprococcus catus strain SGI.177 HD296_90
Pseudocoprococcus catus strain SGI.177 HD296_91
Pseudocoprococcus catus strain SGI.177 HD296_92
Pseudocoprococcus catus strain SGI.177 HD296_93
Pseudocoprococcus catus strain SGI.177 HD296_94
Pseudocoprococcus catus strain SGI.177 HD296_95
Pseudocoprococcus catus strain SGI.177 HD296_96
Pseudocoprococcus catus strain SGI.177 HD296_97
Pseudocoprococcus catus strain SGI.177 HD296_98
Pseudocoprococcus catus strain SGI.177 HD296_99
Pusillibacter faecalis strain MM59
Roseburia faecis strain JCM 17581
Roseburia hominis A2-183
Roseburia intestinalis L1-82
Rothia dentocariosa ATCC 17931
Rothia mucilaginosa strain NUM-Rm6536
Ruminococcus bicirculans (ex Wegman et al. 2014) strain 80/3
Ruthenibacterium lactatiformans isolate Ruthenibacterium lactatiformans 82B1
Schaalia odontolytica strain LMG 18080
Simiaoa sunii strain NSJ-8
Streptococcus anginosus strain NCTC10713
Streptococcus australis strain NCTC13166
Streptococcus gordonii strain FDAARGOS 1454
Streptococcus intermedius strain NCTC11324
Streptococcus koreensis strain KCOM 2890 (=JS71)
Streptococcus mitis strain KCOM 1350 (= ChDC B183)
Streptococcus oralis ATCC 35037 strain NCTC 11427
Streptococcus parasanguinis ATCC 15912
Streptococcus salivarius JIM8777
Streptococcus sanguinis strain NCTC7863
Streptococcus sp. LPB0220
Streptococcus thermophilus isolate STH CIRM_65
Streptococcus vestibularis strain NCTC12167
Sutterella wadsworthensis strain FDAARGOS_1159
Turicibacter bilis strain PIG517
Turicibacter sanguinis strain MOL361
Turicibacter sp. TJ11
Turicimonas muris strain YL45
Veillonella atypica strain OK5
Veillonella nakazawae strain T1-7
Veillonella orientalis strain S12025-13
Veillonella parvula strain NCTC11810
Veillonella rogosae strain KCOM 3468
Vescimonas coprocola strain MM50
Wansuia hejianensis strain NSJ-29
[Clostridium] innocuum strain ATCC 14501
[Ruminococcus] torques strain CIP112193
