taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
568	568	Hafnia	Hafnia	genus	1.36032e-21	abund	1.36032e-23	1035572	50612	29525	1.3603635544623e-21	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
570	570	Klebsiella	Klebsiella	genus	0.12440450478	abund	0.0012440450478	2775578	874210	313127	0.12440848793934	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
579	579	Kluyvera	Kluyvera	genus	1.40239e-24	abund	1.40239e-26	0	166	44	1.4024349014514122e-24	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
581	581	Morganella	Morganella	genus	1.65194e-05	abund	1.65194e-07	31823894	661	120	1.6519928914949805e-05	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
583	583	Proteus	Proteus	genus	0.0204354	abund	0.000204354	19685525	13254	3774	0.020436054296679378	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
586	586	Providencia	Providencia	genus	0.05866564	abund	0.0005866564	5141375	180205	104588	0.05866751834509945	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
590	590	Salmonella	Salmonella	genus	0.035105025050013845	abund	0.0003510502505001385	15633408	138707	32553	0.03510614903590693	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
613	613	Serratia	Serratia	genus	0.0059810165	abund	5.9810165e-05	18367317	206058	63234	0.005981207999027924	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
620	620	Shigella	Shigella	genus	0.0382195681	abund	0.000382195681	9335870	49904	15648	0.03822079180672925	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
626	626	Xenorhabdus	Xenorhabdus	genus	0.0	abund	0.0	3643829	93	16	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
629	629	Yersinia	Yersinia	genus	0.01646596263	abund	0.0001646596263	8219711	158106	46257	0.016466489834002444	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
635	635	Edwardsiella	Edwardsiella	genus	8.517360000000021e-14	abund	8.517360000000021e-16	9328585	1162	261	8.517632707182904e-14	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
637	637	Arsenophonus	Arsenophonus	genus	0.0	abund	0.0	0	70	24	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
642	642	Aeromonas	Aeromonas	genus	0.02159859970000007	abund	0.0002159859970000007	7407571	171760	109222	0.021599291239782156	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
657	657	Photobacterium	Photobacterium	genus	0.00248120905	abund	2.48120905e-05	55542021	52351	23777	0.002481288492870815	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
662	662	Vibrio	Vibrio	genus	0.10415399743034079	abund	0.0010415399743034079	11904312	377345	66581	0.1041573322128585	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
702	702	Plesiomonas	Plesiomonas	genus	0.0	abund	0.0	20412728	24	13	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
713	713	Actinobacillus	Actinobacillus	genus	0.0	abund	0.0	3757946	340	96	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
724	724	Haemophilus	Haemophilus	genus	1.8747e-15	abund	1.8747e-17	2041974	958	205	1.8747600237815173e-15	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
745	745	Pasteurella	Pasteurella	genus	1.5913900000000003e-17	abund	1.5913900000000001e-19	5334695	516	112	1.5914409528168078e-17	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
768	768	Anaplasma	Anaplasma	genus	0.0	abund	0.0	1973253	15	8	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
773	773	Bartonella	Bartonella	genus	3.41023000337783e-05	abund	3.4102300033778297e-07	4081485	1810	556	3.410339191461602e-05	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
776	776	Coxiella	Coxiella	genus	0.00010314500000000002	abund	1.03145e-06	4875319	231	35	0.0001031483024766334	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
780	780	Rickettsia	Rickettsia	genus	0.0	abund	0.0	2632989	305	56	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
801	801	Symbiopectobacterium	Symbiopectobacterium	genus	0.0	abund	0.0	1035545	2	1	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
810	810	Chlamydia	Chlamydia	genus	9.264690000000002e-72	abund	9.264690000000001e-74	2380536	717	253	9.264986635050083e-72	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
816	816	Bacteroides	Bacteroides	genus	58.37832656200005	abund	0.5837832656200005	1318067	2904221	1151346	58.38019570795349	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
