taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	numReads	numDirectReads	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
411566	411566	                Candidatus Midichloria	Candidatus Midichloria	genus	0.0	abund	0.0	1	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
41275	41275	                Brevundimonas	Brevundimonas	genus	0.0	abund	0.0	35	3	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
75	75	                Caulobacter	Caulobacter	genus	0.0	abund	0.0	8	2	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2768684	2768684	                Terricaulis	Terricaulis	genus	0.0	abund	0.0	5	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
76890	76890	                Asticcacaulis	Asticcacaulis	genus	0.0	abund	0.0	3	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
191	191	                Azospirillum	Azospirillum	genus	0.0	abund	0.0	9	1	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
204447	204447	                Skermanella	Skermanella	genus	0.0	abund	0.0	5	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1543704	1543704	                Niveispirillum	Niveispirillum	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1081	1081	                Rhodospirillum	Rhodospirillum	genus	0.0	abund	0.0	10	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
13134	13134	                Magnetospirillum	Magnetospirillum	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1612157	1612157	                Pararhodospirillum	Pararhodospirillum	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1263978	1263978	                Candidatus Endolissoclinum	Candidatus Endolissoclinum	genus	0.0	abund	0.0	1	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
168934	168934	                Thalassospira	Thalassospira	genus	0.0	abund	0.0	6	1	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2705399	2705399	                Hypericibacter	Hypericibacter	genus	0.0	abund	0.0	5	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
196080	196080	                Terasakiella	Terasakiella	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
3031148	3031148	                Paramagnetospirillum	Paramagnetospirillum	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1647175	1647175	                Aestuariispira	Aestuariispira	genus	0.0	abund	0.0	1	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
434	434	                Acetobacter	Acetobacter	genus	0.0	abund	0.0	8	2	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1434011	1434011	                Komagataeibacter	Komagataeibacter	genus	0.0	abund	0.0	8	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
441	441	                Gluconobacter	Gluconobacter	genus	0.0	abund	0.0	4	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
91914	91914	                Asaia	Asaia	genus	0.0	abund	0.0	3	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2870717	2870717	                Pseudoroseomonas	Pseudoroseomonas	genus	0.0	abund	0.0	1	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2870712	2870712	                Pararoseomonas	Pararoseomonas	genus	0.0	abund	0.0	1	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2791118	2791118	                Oecophyllibacter	Oecophyllibacter	genus	0.0	abund	0.0	1	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
125216	125216	                Roseomonas	Roseomonas	genus	0.0	abund	0.0	6	1	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
35812	35812	                Roseococcus	Roseococcus	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
198251	198251	                Candidatus Pelagibacter	Candidatus Pelagibacter	genus	0.0	abund	0.0	28	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
288021	288021	                Kordiimonas	Kordiimonas	genus	0.0	abund	0.0	5	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
3058346	3058346	                Gimibacter	Gimibacter	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2601574	2601574	                Candidatus Cytomitobacter	Candidatus Cytomitobacter	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1920992	1920992	                Candidatus Bealeia	Candidatus Bealeia	genus	0.0	abund	0.0	1	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
3163645	3163645	                Candidatus Bodocaedibacter	Candidatus Bodocaedibacter	genus	0.0	abund	0.0	1	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
