taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	target	lineage	num_unique	num_shared	num_children	num_cumulative	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
1296	1296	Mammaliicoccus sciuri	Mammaliicoccus sciuri	species	2e-05	abund	2e-05	1296	1||1239|91061|1385|90964|2803850|1296	1	0	0	1	2.931766792610482e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1304	1304	Streptococcus salivarius	Streptococcus salivarius	species	6e-05	abund	6e-05	1304	1||1239|91061|186826|1300|1301|1304	3	0	0	3	8.795300377831446e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1307	1307	Streptococcus suis	Streptococcus suis	species	0.00011	abund	0.00011	1307	1||1239|91061|186826|1300|1301|1307	5	0	0	5	0.00016124717359357652	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1308	1308	Streptococcus thermophilus	Streptococcus thermophilus	species	0.04085	abund	0.04085	1308	1||1239|91061|186826|1300|1301|1308	1563	0	0	1563	0.05988133673906909	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1351	1351	Enterococcus faecalis	Enterococcus faecalis	species	0.00141	abund	0.00141	1351	1||1239|91061|186826|81852|1350|1351	88	0	0	88	0.00206689558879039	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1352	1352	Enterococcus faecium	Enterococcus faecium	species	0.00177	abund	0.00177	1352	1||1239|91061|186826|81852|1350|1352	111	0	0	111	0.002594613611460277	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1353	1353	Enterococcus gallinarum	Enterococcus gallinarum	species	0.52967	abund	0.52967	1353	1||1239|91061|186826|81852|1350|1353	37785	0	0	37785	0.7764344585209969	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1358	1358	Lactococcus lactis	Lactococcus lactis	species	0.00168	abund	0.00168	1358	1||1239|91061|186826|1300|1357|1358	91	0	0	91	0.0024626841057928048	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1359	1359	Lactococcus cremoris	Lactococcus cremoris	species	0.0003	abund	0.0003	1359	1||1239|91061|186826|1300|1357|1359	16	0	0	16	0.0004397650188915723	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1366	1366	Lactococcus raffinolactis	Lactococcus raffinolactis	species	4e-05	abund	4e-05	1366	1||1239|91061|186826|1300|1357|1366	2	0	0	2	5.863533585220964e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1396	1396	Bacillus cereus	Bacillus cereus	species	1e-05	abund	1e-05	1396	1||1239|91061|1385|186817|1386|1396	1	0	0	1	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1405	1405	Bacillus mycoides	Bacillus mycoides	species	1e-05	abund	1e-05	1405	1||1239|91061|1385|186817|1386|1405	1	0	0	1	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1471	1471	Bacillus methanolicus	Bacillus methanolicus	species	1e-05	abund	1e-05	1471	1||1239|91061|1385|186817|1386|1471	1	0	0	1	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1478	1478	Peribacillus simplex	Peribacillus simplex	species	1e-05	abund	1e-05	1478	1||1239|91061|1385|186817|2675229|1478	1	0	0	1	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1491	1491	Clostridium botulinum	Clostridium botulinum	species	0.00225	abund	0.00225	1491	1||1239|186801|186802|31979|1485|1491	162	0	0	162	0.0032982376416867917	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1496	1496	Clostridioides difficile	Clostridioides difficile	species	0.00527	abund	0.00527	1496	1||1239|186801|3082720|186804|1870884|1496	403	0	0	403	0.00772520549852862	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1498	1498	Hathewaya histolytica	Hathewaya histolytica	species	2e-05	abund	2e-05	1498	1||1239|186801|186802|31979|1769729|1498	1	0	0	1	2.931766792610482e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
