taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	taxRank_raw	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
154	154	Spirochaeta_thermophila	Spirochaeta thermophila	species	0.0	abund	0.0	2454422	34	28	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
158	158	Treponema_denticola	Treponema denticola	species	0.0	abund	0.0	5434457	249	211	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
159	159	Brachyspira_hyodysenteriae	Brachyspira hyodysenteriae	species	0.0	abund	0.0	5275684	15	0	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
162	162	Treponema_phagedenis	Treponema phagedenis	species	0.0	abund	0.0	13243312	157	9	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
167	167	Treponema_succinifaciens	Treponema succinifaciens	species	0.0036999999999999997	abund	3.7e-05	2792878	87	87	species	0.0036999996300000368	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
172	172	Leptospira_biflexa	Leptospira biflexa	species	0.0	abund	0.0	3514958	4	0	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
173	173	Leptospira_interrogans	Leptospira interrogans	species	0.0	abund	0.0	7213989	41	5	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
174	174	Leptospira_borgpetersenii	Leptospira borgpetersenii	species	0.0	abund	0.0	12816476	17	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
180	180	Leptospirillum_ferrooxidans	Leptospirillum ferrooxidans	species	0.0	abund	0.0	2540165	3	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
192	192	Azospirillum_brasilense	Azospirillum brasilense	species	0.0	abund	0.0	14352782	71	45	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
193	193	Azospirillum_lipoferum	Azospirillum lipoferum	species	0.0	abund	0.0	4066570	27	27	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
195	195	Campylobacter_coli	Campylobacter coli	species	0.0	abund	0.0	2998663	162	112	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
196	196	Campylobacter_fetus	Campylobacter fetus	species	0.0	abund	0.0	2979227	46	36	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
197	197	Campylobacter_jejuni	Campylobacter jejuni	species	0.0	abund	0.0	3360036	25	9	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
198	198	Campylobacter_hyointestinalis	Campylobacter hyointestinalis	species	0.0	abund	0.0	1668200	7	7	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
199	199	Campylobacter_concisus	Campylobacter concisus	species	0.0	abund	0.0	5573110	146	142	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
200	200	Campylobacter_curvus	Campylobacter curvus	species	0.0	abund	0.0	1938585	5	0	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
201	201	Campylobacter_lari	Campylobacter lari	species	0.0	abund	0.0	1426313	131	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
202	202	Campylobacter_mucosalis	Campylobacter mucosalis	species	0.0	abund	0.0	1741395	8	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
203	203	Campylobacter_rectus	Campylobacter rectus	species	0.0	abund	0.0	2498985	36	0	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
204	204	Campylobacter_showae	Campylobacter showae	species	0.0	abund	0.0	2111364	10	10	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
206	206	Campylobacter_sputorum	Campylobacter sputorum	species	0.0	abund	0.0	1564776	15	8	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
210	210	Helicobacter_pylori	Helicobacter pylori	species	0.0	abund	0.0	2727064	104	45	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
213	213	Helicobacter_cinaedi	Helicobacter cinaedi	species	0.0	abund	0.0	2853066	7	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
214	214	Helicobacter_felis	Helicobacter felis	species	0.0	abund	0.0	1654137	11	11	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
227	227	Pseudoalteromonas_carrageenovora	Pseudoalteromonas carrageenovora	species	0.0	abund	0.0	4548410	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
238	238	Elizabethkingia_meningoseptica	Elizabethkingia meningoseptica	species	0.0	abund	0.0	3989186	18	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
246	246	Chryseobacterium_balustinum	Chryseobacterium balustinum	species	0.0	abund	0.0	4787482	6	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
247	247	Empedobacter_brevis	Empedobacter brevis	species	0.0	abund	0.0	3672495	11	5	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
250	250	Chryseobacterium_gleum	Chryseobacterium gleum	species	0.0	abund	0.0	5473996	9	9	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
253	253	Chryseobacterium_indologenes	Chryseobacterium indologenes	species	0.0	abund	0.0	5176564	71	44	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
254	254	Chryseobacterium_indoltheticum	Chryseobacterium indoltheticum	species	0.0	abund	0.0	8144275	27	26	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
256	256	Myroides_odoratus	Myroides odoratus	species	0.0	abund	0.0	8196461	57	57	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
258	258	Sphingobacterium_spiritivorum	Sphingobacterium spiritivorum	species	0.00023999999999999998	abund	2.4e-06	15381790	78	67	species	0.00023999997600000235	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
259	259	Sphingobacterium_thalpophilum	Sphingobacterium thalpophilum	species	0.0	abund	0.0	5906941	30	30	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
263	263	Francisella_tularensis	Francisella tularensis	species	0.0	abund	0.0	2164021	16	7	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
266	266	Paracoccus_denitrificans	Paracoccus denitrificans	species	0.0	abund	0.0	5178165	11	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
271	271	Thermus_aquaticus	Thermus aquaticus	species	0.0	abund	0.0	2283263	4	4	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
274	274	Thermus_thermophilus	Thermus thermophilus	species	0.0	abund	0.0	3873789	52	27	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
277	277	Meiothermus_ruber	Meiothermus ruber	species	0.0	abund	0.0	3073437	19	19	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
285	285	Comamonas_testosteroni	Comamonas testosteroni	species	0.0	abund	0.0	6002654	45	4	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
287	287	Pseudomonas_aeruginosa	Pseudomonas aeruginosa	species	0.00345	abund	3.45e-05	11221436	966	795	species	0.0034499996550000343	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
288	288	Pseudoalteromonas_atlantica	Pseudoalteromonas atlantica	species	0.0	abund	0.0	3636556	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
290	290	[Pseudomonas]_carboxydohydrogena	[Pseudomonas]_carboxydohydrogena	species	0.0	abund	0.0	3251556	6	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
292	292	Burkholderia_cepacia	Burkholderia cepacia	species	0.0	abund	0.0	7832977	40	21	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
293	293	Brevundimonas_diminuta	Brevundimonas diminuta	species	0.0	abund	0.0	3498094	8	8	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
294	294	Pseudomonas_fluorescens	Pseudomonas fluorescens	species	0.0	abund	0.0	8213379	122	110	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
296	296	Pseudomonas_fragi	Pseudomonas fragi	species	0.0	abund	0.0	5332393	171	136	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
297	297	Hydrogenophilus_thermoluteolus	Hydrogenophilus thermoluteolus	species	0.0	abund	0.0	2278861	23	23	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
300	300	Pseudomonas_mendocina	Pseudomonas mendocina	species	0.0	abund	0.0	5520986	100	92	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
301	301	Pseudomonas_oleovorans	Pseudomonas oleovorans	species	0.0	abund	0.0	4674525	11	11	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
303	303	Pseudomonas_putida	Pseudomonas putida	species	0.0	abund	0.0	7014267	194	166	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
305	305	Ralstonia_solanacearum	Ralstonia solanacearum	species	0.0	abund	0.0	27980814	30	11	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
316	316	Stutzerimonas_stutzeri	Stutzerimonas stutzeri	species	0.0	abund	0.0	4627035	93	57	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
317	317	Pseudomonas_syringae	Pseudomonas syringae	species	0.0	abund	0.0	6780025	106	25	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
329	329	Ralstonia_pickettii	Ralstonia pickettii	species	0.0	abund	0.0	4814858	21	21	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
337	337	Burkholderia_glumae	Burkholderia glumae	species	0.0	abund	0.0	55874346	17	0	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
339	339	Xanthomonas_campestris	Xanthomonas campestris	species	0.0	abund	0.0	6632086	24	14	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
343	343	Xanthomonas_translucens	Xanthomonas translucens	species	0.0	abund	0.0	7919519	24	13	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
346	346	Xanthomonas_citri	Xanthomonas citri	species	0.0	abund	0.0	9542591	47	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
347	347	Xanthomonas_oryzae	Xanthomonas oryzae	species	0.0	abund	0.0	9934092	38	10	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
353	353	Azotobacter_chroococcum	Azotobacter chroococcum	species	0.0	abund	0.0	5095708	28	22	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
354	354	Azotobacter_vinelandii	Azotobacter vinelandii	species	0.0	abund	0.0	5309475	2	0	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
358	358	Agrobacterium_tumefaciens	Agrobacterium tumefaciens	species	0.0	abund	0.0	19621376	115	53	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
359	359	Agrobacterium_rhizogenes	Agrobacterium rhizogenes	species	0.0	abund	0.0	7104616	7	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
373	373	Agrobacterium_vitis	Agrobacterium vitis	species	0.0	abund	0.0	5563268	48	46	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
375	375	Bradyrhizobium_japonicum	Bradyrhizobium japonicum	species	0.0	abund	0.0	9944287	14	10	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
376	376	Bradyrhizobium_sp.	Bradyrhizobium_sp.	species	0.0	abund	0.0	7516645	24	24	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
380	380	Sinorhizobium_fredii	Sinorhizobium fredii	species	0.0	abund	0.0	6813913	31	21	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
381	381	Mesorhizobium_loti	Mesorhizobium loti	species	0.0	abund	0.0	7280679	35	35	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
382	382	Sinorhizobium_meliloti	Sinorhizobium meliloti	species	0.0	abund	0.0	13118939	121	35	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
384	384	Rhizobium_leguminosarum	Rhizobium leguminosarum	species	0.0	abund	0.0	6969849	453	285	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
396	396	Rhizobium_phaseoli	Rhizobium phaseoli	species	0.0	abund	0.0	47164014	30	16	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
398	398	Rhizobium_tropici	Rhizobium tropici	species	0.0	abund	0.0	6977378	4	4	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
399	399	Neorhizobium_galegae	Neorhizobium galegae	species	0.0	abund	0.0	6298826	73	26	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
405	405	Methylobacillus_flagellatus	Methylobacillus flagellatus	species	0.0	abund	0.0	2965751	6	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
408	408	Methylorubrum_extorquens	Methylorubrum extorquens	species	0.0	abund	0.0	7152149	177	120	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
410	410	Methylobacterium_organophilum	Methylobacterium organophilum	species	0.0	abund	0.0	5218699	24	24	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
414	414	Methylococcus_capsulatus	Methylococcus capsulatus	species	0.0	abund	0.0	6630848	59	4	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
421	421	Methylomonas_methanica	Methylomonas methanica	species	0.0	abund	0.0	5030678	6	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
426	426	Methylosinus_trichosporium	Methylosinus trichosporium	species	0.0	abund	0.0	5010724	22	22	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
435	435	Acetobacter_aceti	Acetobacter aceti	species	0.0	abund	0.0	3817660	38	34	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
436	436	Novacetimonas_hansenii	Novacetimonas hansenii	species	0.0	abund	0.0	3522187	1	0	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
438	438	Acetobacter_pasteurianus	Acetobacter pasteurianus	species	0.0	abund	0.0	3049922	6	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
442	442	Gluconobacter_oxydans	Gluconobacter oxydans	species	0.0	abund	0.0	3300105	20	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
446	446	Legionella_pneumophila	Legionella pneumophila	species	0.0	abund	0.0	12645427	5	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
449	449	Legionella_hackeliae	Legionella hackeliae	species	0.0	abund	0.0	3529284	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
450	450	Legionella_longbeachae	Legionella longbeachae	species	0.0	abund	0.0	6089763	15	13	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
451	451	Tatlockia_micdadei	Tatlockia micdadei	species	0.0	abund	0.0	6456263	6	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
452	452	Legionella_spiritensis	Legionella spiritensis	species	0.0	abund	0.0	3373838	2	0	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
454	454	Legionella_israelensis	Legionella israelensis	species	0.0	abund	0.0	3213130	4	4	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
456	456	Legionella_jordanis	Legionella jordanis	species	0.0	abund	0.0	3105891	8	8	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
470	470	Acinetobacter_baumannii	Acinetobacter baumannii	species	0.0	abund	0.0	12866776	287	92	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
471	471	Acinetobacter_calcoaceticus	Acinetobacter calcoaceticus	species	0.0	abund	0.0	7789158	7	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
476	476	Moraxella_bovis	Moraxella bovis	species	0.0	abund	0.0	22490922	16	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
478	478	Moraxella_nonliquefaciens	Moraxella nonliquefaciens	species	0.0	abund	0.0	2301145	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
480	480	Moraxella_catarrhalis	Moraxella catarrhalis	species	0.0	abund	0.0	5632430	30	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
483	483	Neisseria_cinerea	Neisseria cinerea	species	0.0	abund	0.0	1820296	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
486	486	Neisseria_lactamica	Neisseria lactamica	species	0.0	abund	0.0	2191949	5	5	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
